image_path,mask_path
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_108_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_108_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_109_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_109_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_109_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_109_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_10_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_10_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_10_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_10_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_110_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_110_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_110_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_110_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_111_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_111_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_111_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_111_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_112_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_112_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_112_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_112_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_113_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_113_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_113_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_113_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_114_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_114_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_114_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_114_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_115_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_115_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_115_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_115_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_116_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_116_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_116_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_116_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_117_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_117_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_117_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_117_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_118_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_118_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_118_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_118_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_119_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_119_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_119_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_119_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_11_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_11_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_11_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_11_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_120_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_120_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_120_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_120_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_121_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_121_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_121_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_121_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_122_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_122_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_122_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_122_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_123_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_123_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_123_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_123_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_124_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_124_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_124_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_124_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_125_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_125_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_125_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_125_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_126_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_126_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_126_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_126_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_12_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_12_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_12_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_12_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_13_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_13_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_13_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_13_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_14_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_14_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_14_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_14_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_15_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_15_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_15_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_15_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_16_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_16_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_16_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_16_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_17_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_17_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_17_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_17_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_18_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_18_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_18_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_18_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_19_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_19_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_19_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_19_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_1_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_1_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_1_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_1_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_20_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_20_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_20_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_20_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_21_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_21_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_21_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_21_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_22_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_22_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_22_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_22_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_23_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_23_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_23_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_23_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_24_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_24_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_24_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_24_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_25_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_25_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_25_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_25_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_26_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_26_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_26_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_26_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_27_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_27_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_27_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_27_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_28_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_28_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_28_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_28_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_29_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_29_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_29_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_29_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_2_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_2_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_2_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_2_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_30_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_30_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_30_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_30_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_31_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_31_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_31_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_31_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_32_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_32_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_32_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_32_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_33_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_33_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_33_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_33_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_34_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_34_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\015_positive_01015_1_2024-02-15_34_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\015_positive_01015_1_2024-02-15_34_sagittal.nii
